Date,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chhattisgarh,Goa,Gujarat,Haryana,Himachal Pradesh,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Delhi
2019-08-11,115.32,309.43,182.97,307.99,259.21,139.59,279.45,236.58,359.11,379.66,483.24,48.99,84.16,337.23,290.65,76.14,120.19,324.37,291.46,82.23,357.92,383.62,287.6,98.04,102.04,585.98,171.21,82.54,185.43
2019-08-12,117.81,305.1,184.78,304.93,271.87,142.47,284.49,241.18,352.89,385.11,478.08,51.21,86.44,344.02,281.42,82.91,121.55,333.59,295.63,90.18,355.89,387.51,283.05,106.79,92.25,597.36,166.34,84.8,189.33
2019-08-13,116.26,310.37,201.22,312.03,269.63,144.46,287.45,246.23,343.69,374.21,492.84,45.79,79.37,338.49,291.91,71.97,131.4,331.78,306.36,99.3,348.52,388.26,281.04,104.41,106.29,585.99,164.47,86.81,187.76
2019-08-14,114.67,309.25,194.55,322.78,270.28,154.75,282.07,252.31,349.31,376.46,477.07,57.87,85.54,340.68,284.99,68.65,112.44,325.16,298.98,93.43,350.68,377.37,275.75,103.05,89.34,592.44,164.18,90.04,185.42
2019-08-15,116.43,314.28,193.94,318.01,265.19,153.98,280.82,248.01,353.62,376.84,476.43,54.26,72.45,347.19,280.35,84.64,120.17,316.47,301.78,86.28,353.68,387.93,288.57,99.92,88.65,591.73,168.82,84.32,203.13
2019-08-16,105.37,312.64,199.37,321.39,257.62,152.58,278.87,249.7,347.59,382.36,491.93,53.32,78.05,332.77,286.15,80.34,113.44,327.97,298.75,87.01,357.42,386.12,280.09,99.07,95.8,596.36,168.6,83.17,204.75
2019-08-17,105.11,308.73,200.63,317.72,254.19,137.74,272.17,253.14,347.35,380.62,490.62,54.58,71.97,347.28,289.42,76.81,128.7,317.26,304.36,91.98,360.71,372.85,272.6,114.85,97.12,578.47,170.77,89.18,204.3
2019-08-18,115.4,309.57,192.11,312.43,266.15,136.57,282.4,251.6,352.38,384.78,493.09,51.68,85.68,345.09,287.99,80.31,114.25,317.07,303.19,86.0,346.56,382.35,273.49,102.34,96.57,581.73,151.78,75.83,203.93
2019-08-19,101.33,305.22,196.45,318.7,260.31,147.69,285.26,237.32,352.67,373.38,484.58,59.69,87.23,342.45,280.56,78.66,111.73,321.55,309.25,93.11,346.78,381.26,271.17,103.34,106.66,580.79,167.18,75.74,185.22
2019-08-20,100.8,315.79,196.31,321.69,257.05,141.18,284.34,245.97,354.54,391.3,494.9,47.39,82.46,335.19,281.59,80.39,117.29,332.93,308.35,89.88,356.19,376.09,283.46,117.12,91.7,590.22,163.58,72.53,202.39
2019-08-21,107.03,295.96,182.01,309.15,252.96,150.22,289.92,248.5,352.7,381.85,482.06,52.96,77.9,336.46,291.6,78.15,115.63,333.87,291.79,94.91,344.35,372.94,269.7,113.14,90.36,596.26,159.91,86.19,189.75
2019-08-22,108.16,310.37,188.89,315.55,267.87,145.64,280.18,250.17,344.95,390.78,492.88,56.18,83.73,340.34,280.51,83.31,126.45,327.62,294.43,88.11,343.59,374.64,285.06,101.03,106.07,584.29,152.26,80.05,185.38
2019-08-23,105.88,307.69,191.09,315.06,255.34,143.28,288.9,248.98,351.76,378.02,493.18,48.34,89.61,331.72,295.04,85.98,113.04,322.83,300.23,85.0,346.45,385.03,287.17,108.24,89.92,592.94,168.5,87.7,199.5
2019-08-24,104.28,311.01,182.38,313.67,258.28,135.62,280.76,239.24,343.46,389.39,488.23,51.39,81.71,340.9,291.83,69.5,121.79,326.49,299.35,90.75,344.11,371.12,284.15,115.75,92.93,582.31,168.79,84.82,204.49
2019-08-25,117.49,306.35,199.97,309.14,260.5,135.61,289.23,244.07,353.34,388.65,492.47,46.71,73.22,345.24,279.09,81.13,115.61,316.68,301.25,100.48,351.6,373.81,272.32,105.72,94.42,583.96,163.59,88.67,202.56
2019-08-26,116.27,314.47,195.31,310.0,268.04,141.03,283.12,240.69,356.77,388.64,479.31,49.41,89.32,341.21,281.94,69.2,111.86,316.91,293.53,85.99,344.19,383.89,289.0,110.36,99.84,588.03,160.2,72.6,194.0
2019-08-27,119.1,310.92,185.56,318.11,260.12,148.2,288.08,242.5,359.59,374.21,490.99,60.72,89.08,341.2,292.46,88.43,118.56,317.03,298.57,84.99,350.45,372.68,285.23,113.28,101.86,592.07,158.47,74.49,204.94
2019-08-28,103.76,306.16,186.84,319.55,260.34,136.4,284.5,245.83,360.74,373.1,491.93,47.41,85.31,349.08,295.4,87.96,123.82,318.04,304.29,94.86,343.6,370.8,287.34,102.26,104.44,595.51,162.39,90.5,201.65
2019-08-29,107.5,298.26,185.02,304.81,271.84,154.69,285.5,233.96,346.07,377.07,495.49,53.78,77.42,343.23,284.2,74.47,123.75,330.67,300.94,86.31,345.34,377.1,281.9,111.02,95.97,592.08,157.98,72.53,204.26
2019-08-30,116.47,315.36,195.83,313.88,256.33,150.34,271.32,248.17,354.55,388.52,478.88,48.24,86.63,337.16,287.91,84.08,124.08,325.99,300.61,90.01,357.64,376.97,271.65,109.46,91.68,580.48,152.11,80.44,191.5
2019-08-31,107.95,315.45,185.21,307.13,255.23,138.28,285.04,236.61,351.16,385.81,487.95,56.55,86.86,348.82,283.35,86.96,124.6,328.93,301.79,93.12,343.84,376.73,278.73,104.45,87.47,584.46,162.13,75.84,194.91
2019-09-01,110.08,298.41,197.14,308.0,261.03,145.73,272.12,236.06,358.12,388.89,480.38,51.19,87.07,338.42,291.7,78.55,115.42,318.04,292.3,93.49,361.24,372.1,278.73,111.44,92.79,578.54,158.56,83.98,197.54
2019-09-02,109.54,298.74,182.66,319.78,270.01,137.42,285.48,236.6,357.58,375.06,482.02,54.86,83.24,348.73,278.8,73.85,125.76,331.86,298.32,93.97,348.6,382.6,276.36,111.54,93.43,593.98,164.85,73.23,191.34
2019-09-03,108.61,314.95,199.01,319.01,261.03,151.17,277.04,242.48,357.95,383.6,479.42,44.46,72.21,343.23,282.34,85.78,126.16,317.42,298.65,95.91,345.58,390.6,270.32,101.05,92.31,581.53,166.92,83.62,195.04
2019-09-04,108.26,303.62,185.6,323.16,262.63,145.26,281.45,237.99,356.55,381.63,479.42,43.54,84.89,341.26,288.11,87.87,124.38,326.35,299.93,89.04,351.93,373.06,270.02,114.99,105.85,582.06,161.63,82.96,196.37
2019-09-05,117.75,303.79,184.31,317.46,256.45,136.88,275.14,252.61,352.22,377.51,486.62,41.22,86.01,342.77,291.9,81.93,120.41,316.51,303.11,98.32,359.03,380.41,279.07,111.06,88.25,577.84,165.46,81.62,192.27
2019-09-06,117.73,297.7,198.24,312.18,256.72,152.21,280.95,248.86,360.62,379.96,484.61,41.81,82.86,336.69,295.11,87.94,120.49,334.18,307.26,92.39,354.66,387.79,275.91,116.39,87.72,583.59,169.94,89.42,203.24
2019-09-07,118.92,298.46,197.47,317.46,253.43,140.56,287.61,245.36,348.49,389.6,484.9,51.18,79.01,343.17,294.46,85.93,122.43,333.97,305.83,96.92,345.82,376.14,275.41,97.61,91.11,581.66,167.96,79.8,195.63
2019-09-08,103.72,314.71,184.01,311.48,256.64,155.03,275.33,242.2,354.67,381.68,488.87,59.72,79.52,349.58,294.49,83.49,115.54,321.53,297.09,83.12,359.67,386.87,284.21,115.46,104.04,578.88,161.17,75.01,192.48
2019-09-09,102.17,299.57,181.41,321.46,266.71,138.88,289.62,237.72,343.25,384.25,491.31,48.62,71.19,334.97,285.41,76.72,123.56,315.93,299.64,99.87,349.97,387.26,278.75,114.1,88.49,584.9,162.88,84.65,202.6
2019-09-10,112.0,306.47,183.7,317.26,265.35,143.94,286.14,250.96,343.56,388.4,491.81,59.95,86.65,342.81,278.92,86.54,127.13,321.95,304.56,87.34,355.47,372.43,283.82,115.54,99.11,583.82,164.82,72.78,193.43
2019-09-11,119.45,302.51,190.78,323.05,260.64,139.35,291.03,245.49,349.11,374.27,479.17,48.07,74.77,349.41,285.16,75.67,124.29,320.84,296.13,81.32,352.8,371.78,285.95,100.73,104.16,582.05,166.84,79.34,201.65
2019-09-12,109.8,308.6,186.18,310.16,270.12,145.23,285.19,239.65,345.07,375.58,490.36,46.29,89.43,330.92,294.01,85.0,121.1,319.7,307.44,99.83,348.34,370.7,271.5,100.58,92.55,586.8,163.15,88.92,196.55
2019-09-13,114.1,312.05,185.66,307.34,252.58,150.81,271.95,239.61,357.06,383.37,477.24,55.59,82.91,342.29,293.63,83.71,126.06,323.63,310.21,90.01,345.52,379.8,284.77,104.76,106.91,591.56,162.59,87.0,186.76
2019-09-14,118.57,313.74,199.62,304.39,270.72,145.83,274.46,249.88,353.91,378.68,494.87,47.29,77.36,346.9,284.94,70.85,116.63,327.88,291.46,83.26,344.93,382.65,281.38,110.43,94.42,583.47,158.59,73.38,204.64
2019-09-15,105.75,306.74,184.3,308.24,253.7,151.34,286.09,240.42,342.87,383.02,482.02,54.99,85.59,342.71,293.69,70.51,119.89,327.59,293.74,94.14,345.11,382.49,274.68,97.39,98.9,592.54,164.33,79.16,204.13
2019-09-16,117.53,315.05,183.53,311.55,252.82,147.28,285.55,246.76,346.05,371.91,490.05,44.06,80.34,333.86,294.1,76.31,115.18,327.48,307.95,84.76,352.41,378.89,278.24,114.71,104.97,592.62,162.13,85.65,189.33
2019-09-17,107.81,298.58,181.79,318.76,268.91,147.65,274.17,239.34,349.72,382.76,487.39,48.64,72.93,342.29,294.3,69.11,124.33,330.55,306.53,93.21,357.76,383.53,289.11,113.94,91.53,587.78,160.48,76.69,195.36
2019-09-18,108.47,303.38,194.45,313.73,252.45,140.56,275.87,235.85,346.97,377.16,479.83,54.76,84.55,348.43,286.92,78.81,123.78,330.91,308.08,94.77,344.43,380.74,276.86,104.16,92.35,594.61,153.22,74.18,202.83
2019-09-19,106.47,305.87,191.16,304.94,256.49,150.26,289.94,236.28,354.39,384.93,485.45,43.91,77.34,332.3,290.31,88.05,122.53,318.82,308.42,86.73,347.03,386.7,282.47,102.78,94.74,592.42,167.29,74.3,190.56
2019-09-20,116.35,303.14,193.84,318.62,252.23,148.56,271.39,245.3,348.76,384.72,481.29,53.85,86.38,344.69,285.19,79.94,127.31,318.93,297.59,81.4,351.01,380.37,274.84,99.4,92.73,592.59,169.86,80.31,200.83
2019-09-21,114.99,296.94,197.37,321.49,271.47,153.62,272.05,246.16,356.61,387.94,482.32,51.2,85.4,346.16,284.93,78.28,112.17,324.77,310.09,90.86,355.7,381.39,271.97,105.53,96.73,580.75,158.95,88.51,197.99
2019-09-22,106.42,310.71,198.29,318.37,271.9,141.37,283.51,238.39,359.74,377.48,479.05,46.35,74.31,335.97,289.42,71.98,112.06,321.84,305.3,85.47,357.98,382.51,282.47,112.92,95.11,583.7,166.08,82.98,188.9
2019-09-23,114.86,304.43,181.55,312.37,259.03,140.61,282.88,251.38,360.58,373.37,491.11,59.08,76.03,336.22,280.7,78.59,129.42,315.81,309.8,83.96,358.92,370.67,281.99,107.34,94.12,589.12,169.95,89.99,188.87
2019-09-24,115.49,310.82,186.88,314.2,259.4,152.12,283.68,246.32,345.54,372.27,496.1,48.49,79.67,337.98,286.21,78.59,128.03,320.81,303.5,88.6,345.13,380.08,282.78,107.83,96.9,581.81,157.03,77.15,186.82
2019-09-25,110.28,312.38,182.15,323.29,260.4,140.46,274.11,243.53,354.4,381.47,485.44,42.22,90.43,337.77,293.33,72.6,114.83,331.5,306.93,94.17,362.07,372.48,281.0,117.28,89.99,587.94,151.95,80.26,196.58
2019-09-26,119.11,302.24,186.35,313.41,266.51,136.21,284.06,250.15,350.91,376.6,481.16,60.39,87.02,334.25,287.27,87.83,130.38,320.54,292.69,99.68,356.11,383.09,269.43,97.85,88.2,593.54,152.46,70.96,185.46
2019-09-27,109.38,313.58,199.61,316.87,270.15,136.25,283.46,249.94,347.81,373.7,480.71,56.59,77.42,338.39,277.28,85.88,120.51,325.02,305.92,88.25,359.16,386.93,280.42,101.27,100.84,595.87,169.63,77.23,204.56
2019-09-28,106.93,313.18,199.55,312.86,263.49,139.0,279.89,237.36,347.12,380.66,480.37,56.16,80.38,347.74,283.99,74.03,112.81,333.51,293.32,97.44,346.27,383.13,273.2,108.53,104.85,586.35,162.04,88.77,197.51
2019-09-29,111.04,298.49,183.26,313.66,260.98,150.66,276.44,240.82,350.8,376.71,488.82,48.18,78.15,342.31,289.96,84.3,125.21,322.6,306.85,82.43,356.46,388.15,281.6,112.54,87.64,588.35,155.74,87.76,199.81
2019-09-30,100.68,297.69,187.27,316.95,261.42,147.14,286.9,244.57,342.69,374.17,494.22,44.99,80.25,341.17,278.92,73.72,118.6,321.07,295.15,89.02,348.47,384.1,281.22,115.58,90.24,590.52,168.58,75.71,200.24
2019-10-01,105.79,304.51,192.91,308.3,256.31,151.34,274.4,238.8,356.37,389.28,480.23,50.39,74.48,338.7,281.86,79.87,111.68,316.24,293.81,94.92,343.44,388.14,287.58,114.53,98.28,587.71,161.31,82.6,185.31
2019-10-02,115.19,310.61,184.48,308.65,259.6,144.35,275.69,249.19,349.12,387.78,480.12,44.09,72.84,340.32,294.47,76.41,114.43,331.01,308.41,100.1,357.19,375.12,276.78,100.05,97.69,590.58,152.83,72.5,189.15
2019-10-03,118.29,314.42,196.2,304.0,256.4,154.51,290.01,245.97,348.54,379.78,481.74,48.51,74.69,330.68,292.91,78.17,111.62,334.84,302.05,85.99,359.28,376.74,270.4,107.47,99.82,589.41,162.84,88.86,193.98
2019-10-04,113.68,302.02,187.9,323.04,257.27,151.42,279.62,248.68,347.02,375.42,495.63,47.24,85.99,337.46,293.98,76.9,120.26,323.35,310.79,95.84,357.12,388.82,273.37,105.01,96.0,585.37,151.34,85.12,192.69
2019-10-05,113.84,301.53,185.74,306.43,260.3,143.62,274.71,243.98,350.91,384.71,494.36,54.12,87.99,336.06,284.94,87.88,126.24,326.46,294.47,85.76,360.47,374.99,286.09,106.99,100.09,582.6,167.58,87.48,186.85
2019-10-06,112.09,300.37,192.03,318.07,257.51,153.33,287.88,241.74,358.69,389.7,493.79,49.98,78.48,346.54,285.53,75.9,125.43,318.73,292.03,91.91,354.14,372.88,275.87,115.9,97.46,587.05,159.05,86.88,186.61
2019-10-07,106.86,300.74,192.84,321.88,260.98,140.85,278.74,239.55,359.96,371.91,492.86,53.56,82.28,334.48,291.15,76.08,121.28,323.89,297.16,99.12,362.86,380.42,288.81,115.66,99.98,590.45,162.29,82.28,201.06
2019-10-08,119.32,300.68,189.56,310.1,263.59,137.96,285.84,239.17,348.0,380.51,490.08,47.27,83.93,344.08,289.29,73.54,128.28,323.14,304.34,96.67,362.56,388.7,286.98,99.12,107.11,597.7,155.03,78.33,191.95
2019-10-09,115.99,309.53,193.75,314.84,255.25,151.49,289.35,238.83,361.55,387.24,493.3,51.18,72.34,343.11,291.71,69.36,116.68,325.16,296.82,89.61,352.88,386.17,287.78,100.3,88.79,584.91,163.55,79.95,192.78
2019-10-10,102.33,299.1,192.84,306.32,262.64,145.99,283.75,246.58,359.63,388.26,482.85,57.83,83.64,342.35,292.72,79.66,118.76,318.41,310.65,92.02,355.32,390.33,269.2,116.2,90.05,579.21,154.01,81.15,201.75
2019-10-11,104.13,315.72,183.23,303.87,266.5,139.67,288.22,246.07,354.88,382.01,494.52,45.38,75.15,341.53,294.82,69.63,116.67,319.37,293.92,86.83,358.9,387.21,288.92,98.96,99.02,586.86,160.49,87.8,194.5
2019-10-12,117.7,310.48,188.43,312.23,255.92,149.44,286.38,238.2,355.33,382.52,492.25,43.47,81.47,348.02,291.04,71.83,115.02,319.54,292.17,82.87,354.22,380.58,272.62,112.17,92.27,582.63,155.69,81.16,192.83
2019-10-13,103.38,312.89,183.65,317.09,255.78,152.71,277.23,250.8,351.55,383.73,495.2,52.33,78.56,331.7,285.39,77.67,125.59,316.41,308.36,91.39,351.47,383.27,286.36,109.0,87.83,597.73,168.72,85.18,186.6
2019-10-14,107.11,311.86,193.74,309.57,260.61,149.24,275.54,238.06,354.94,383.61,489.62,49.33,72.73,346.85,282.89,86.6,122.8,328.71,292.12,85.7,351.67,388.92,271.74,101.71,106.05,591.04,153.9,74.53,188.52
2019-10-15,117.98,300.07,188.82,317.14,266.32,140.16,285.86,242.21,354.69,375.38,483.16,41.49,86.77,336.37,287.25,80.66,116.13,321.31,293.54,84.57,351.78,381.63,277.51,116.99,102.34,585.73,152.54,84.46,202.02
2019-10-16,115.13,295.89,196.99,313.96,260.69,152.27,281.2,250.27,342.32,381.41,482.56,47.61,71.25,336.4,288.49,80.73,117.4,315.64,294.31,85.63,351.81,371.06,274.16,114.21,104.45,593.25,165.67,81.07,188.41
2019-10-17,111.08,311.2,198.83,317.37,255.81,143.65,274.87,252.86,355.67,377.22,494.69,58.47,87.04,335.06,278.79,79.95,123.03,323.27,310.82,84.62,346.12,383.57,287.46,100.95,107.05,596.24,155.83,80.23,196.73
2019-10-18,110.75,307.01,196.17,312.92,261.31,138.08,275.6,241.03,356.15,376.84,478.36,60.56,71.4,340.65,279.41,86.7,130.3,318.89,291.56,82.35,358.44,379.8,272.9,115.51,92.48,580.28,168.22,79.87,199.52
2019-10-19,108.61,304.67,199.51,311.06,259.99,154.21,272.45,244.16,361.78,387.86,476.95,42.16,74.4,348.54,279.63,79.5,128.62,333.92,301.27,96.4,349.41,375.92,284.42,102.7,105.45,587.47,170.12,72.85,199.07
2019-10-20,108.3,312.16,193.15,314.96,260.73,138.19,274.4,234.14,358.01,374.41,480.92,59.11,70.8,334.69,297.0,74.63,115.95,325.21,302.35,85.04,357.93,383.87,286.6,100.99,88.11,586.81,155.82,70.72,185.89
2019-10-21,105.12,315.49,196.11,320.64,253.69,143.37,285.44,234.56,346.76,382.37,495.53,44.26,73.36,340.52,289.5,70.64,120.9,319.8,299.66,86.15,350.88,371.59,269.65,116.46,100.04,586.39,161.86,80.54,196.71
2019-10-22,106.57,298.77,182.35,317.82,267.12,147.36,286.97,238.43,348.61,387.81,478.1,49.29,74.43,349.19,296.03,87.54,117.01,323.41,294.37,96.52,358.36,383.06,287.9,107.47,102.87,578.47,167.7,73.65,191.4
2019-10-23,116.71,297.46,199.26,319.31,260.44,149.9,276.46,246.75,355.3,385.2,488.56,52.3,89.69,335.89,285.21,82.01,113.48,328.89,302.5,96.29,347.79,373.09,274.79,115.27,88.65,592.41,160.66,77.76,197.98
2019-10-24,114.95,302.94,200.28,309.39,271.07,153.7,285.24,246.35,343.04,376.34,489.82,52.17,80.74,348.54,293.67,79.17,126.91,319.15,311.01,90.97,348.21,388.85,274.24,100.75,105.33,584.5,168.03,84.72,198.46
2019-10-25,113.6,315.0,183.16,318.7,263.36,151.28,277.75,237.03,357.09,386.49,495.91,58.4,86.64,339.83,282.32,83.89,130.77,325.83,303.37,84.02,351.93,381.92,278.9,98.62,99.85,578.53,166.05,75.8,205.05
2019-10-26,110.84,301.63,193.44,315.9,258.36,147.7,272.94,236.97,354.16,373.35,487.37,43.24,73.59,334.87,295.83,75.57,121.6,315.28,297.98,91.97,343.26,388.94,280.77,99.75,101.48,588.94,162.61,86.01,200.51
2019-10-27,117.54,299.89,194.94,313.4,264.31,135.59,286.71,239.37,356.2,382.36,483.42,55.6,77.03,348.71,282.79,87.89,114.13,328.1,301.64,96.61,348.62,387.48,279.52,116.86,91.73,595.62,161.75,74.79,186.28
2019-10-28,107.16,301.59,196.98,306.96,253.61,136.99,273.57,240.58,357.59,388.48,484.16,48.21,82.04,340.42,279.42,70.8,121.85,333.85,306.86,88.77,347.96,376.94,269.18,97.77,93.88,580.86,162.66,85.69,185.23
2019-10-29,111.08,299.86,191.79,317.73,267.67,147.98,284.47,247.4,361.24,381.9,485.71,54.88,71.37,346.65,285.17,79.39,128.33,331.44,297.84,92.34,362.16,382.96,279.04,108.94,88.56,583.58,151.32,84.73,186.04
2019-10-30,112.57,305.17,198.37,308.53,268.8,139.43,278.89,245.29,344.31,376.23,480.85,56.28,74.53,337.85,293.38,79.78,123.42,322.06,293.02,100.26,347.53,377.66,282.41,101.27,103.24,592.8,165.33,77.09,185.32
2019-10-31,115.61,299.64,184.9,313.14,264.97,138.38,278.52,237.09,361.43,371.49,488.01,44.37,71.55,347.8,296.19,85.16,115.58,321.62,293.23,99.92,360.9,385.05,283.1,101.24,89.35,589.9,162.86,81.75,194.17
2019-11-01,102.22,298.13,198.51,322.59,257.18,142.14,275.84,237.04,345.01,388.35,484.49,55.71,79.65,340.54,285.67,69.5,116.22,315.94,296.29,97.04,359.67,373.22,276.97,106.68,98.1,581.63,163.13,77.51,190.26
2019-11-02,109.51,309.61,197.71,310.46,259.21,148.39,277.97,246.46,351.03,373.7,482.61,54.09,81.57,342.1,289.24,79.15,114.39,318.47,298.9,99.46,347.11,383.28,272.64,109.69,91.25,578.06,159.01,71.57,201.22
2019-11-03,111.84,296.62,197.78,309.91,259.1,136.27,286.02,236.28,356.41,382.86,479.72,43.88,85.25,336.84,291.83,69.12,121.25,332.2,297.26,87.33,359.0,376.0,272.42,106.51,88.68,590.18,168.8,82.08,192.69
2019-11-04,109.09,303.71,184.96,312.69,255.26,154.32,281.88,236.09,358.32,372.22,481.51,43.4,88.24,349.71,292.51,76.23,129.81,321.15,307.13,89.11,353.56,390.48,270.98,113.74,96.87,589.54,154.75,75.73,187.99
2019-11-05,109.64,304.19,199.72,308.82,254.02,138.88,286.01,243.95,357.05,389.53,492.22,49.17,82.09,341.0,288.23,78.28,116.16,326.78,300.36,95.1,346.53,382.64,288.37,107.7,98.56,582.9,152.96,82.91,200.17
2019-11-06,111.67,310.96,189.1,318.6,261.85,147.62,283.16,241.49,351.14,382.07,496.11,55.3,77.61,348.07,279.63,73.68,114.62,327.61,309.47,93.55,345.7,385.14,275.18,115.0,97.85,593.75,160.34,84.65,200.1
2019-11-07,116.23,312.89,197.47,317.96,264.22,136.76,278.58,240.84,360.08,374.92,492.41,41.11,81.31,331.92,294.8,73.28,122.52,329.95,302.53,88.1,343.43,387.5,274.02,114.41,93.32,595.0,151.82,80.4,201.64
2019-11-08,100.98,311.02,187.45,319.25,253.96,145.29,286.17,246.28,359.27,374.49,482.48,49.36,73.82,339.87,291.62,74.17,124.76,319.34,292.49,94.47,362.51,373.92,270.41,109.2,90.49,589.49,169.54,90.27,192.02
2019-11-09,105.4,306.71,182.3,313.51,263.96,150.95,285.24,246.91,352.5,377.81,488.66,43.43,78.61,331.13,278.4,82.38,117.21,327.53,303.46,86.46,353.26,384.53,281.59,103.62,101.33,595.81,154.54,89.66,199.26
2019-11-10,105.99,312.94,183.11,319.49,267.68,154.12,284.25,236.96,358.37,388.09,494.1,57.24,85.48,347.31,281.06,83.99,117.51,333.5,294.81,85.14,357.77,386.19,269.28,112.23,89.98,590.92,170.16,85.85,201.0
2019-11-11,119.41,299.38,186.26,311.86,258.84,150.45,271.38,251.17,357.24,373.92,490.72,45.96,78.82,339.36,282.91,79.28,125.46,318.5,302.87,94.47,356.77,376.8,274.91,97.84,93.21,592.05,167.03,82.53,193.89
2019-11-12,113.88,314.07,194.08,313.21,263.86,142.99,285.92,239.52,348.79,380.7,482.41,44.38,81.56,336.83,281.66,75.11,113.09,334.94,291.74,84.09,354.51,373.42,279.74,112.97,103.4,596.71,166.15,75.21,194.38
2019-11-13,109.44,308.69,191.25,314.48,255.75,144.12,288.22,234.74,347.44,377.97,490.22,56.73,76.28,342.32,287.26,84.81,121.6,329.09,309.79,99.82,352.59,382.28,271.18,107.56,95.6,592.47,159.52,71.37,195.31
2019-11-14,118.15,302.44,191.33,316.73,269.91,139.03,272.29,244.23,355.73,371.71,494.52,43.74,73.46,341.05,293.04,72.63,115.75,333.34,291.7,92.07,354.39,380.52,281.98,104.53,106.27,588.72,164.52,83.91,199.41
2019-11-15,117.54,314.28,200.82,320.41,261.63,139.2,282.4,234.0,360.35,389.0,485.14,55.6,72.92,344.64,292.91,74.12,130.57,321.37,307.54,89.22,356.83,376.23,285.07,113.08,97.31,594.68,159.12,88.38,188.97
2019-11-16,108.67,302.38,195.28,304.13,269.32,149.81,280.45,242.71,347.22,389.72,492.23,54.92,71.1,350.06,288.15,87.16,125.93,316.94,292.92,88.8,345.16,371.85,274.32,111.43,91.41,591.12,160.58,85.76,201.31
2019-11-17,117.02,306.64,190.11,310.89,266.69,140.53,281.09,246.19,354.88,387.54,484.39,50.82,73.63,336.82,279.14,83.99,127.79,327.16,300.29,82.3,357.14,383.27,278.98,115.42,95.82,597.58,153.99,90.47,197.69
2019-11-18,118.3,297.51,195.05,317.33,265.51,144.48,290.77,241.16,355.86,390.88,488.22,44.64,73.68,341.1,291.72,79.78,125.3,333.21,294.03,82.76,344.44,375.97,283.16,108.81,104.08,583.54,169.89,75.71,193.62
2019-11-19,106.84,296.25,183.76,314.57,260.47,141.22,287.48,251.48,357.47,386.25,482.74,42.54,88.62,334.71,292.86,71.69,116.88,322.07,303.28,84.16,352.19,380.18,279.13,102.62,103.12,578.79,151.26,87.67,196.43
2019-11-20,101.53,301.57,196.01,315.15,271.99,146.21,281.14,237.23,357.52,374.0,476.47,50.55,71.54,342.68,283.6,85.36,115.59,332.86,311.3,81.79,350.69,384.01,278.21,105.53,96.01,595.1,170.28,89.14,195.86
2019-11-21,106.55,300.64,194.66,316.42,266.34,140.2,290.63,240.17,345.13,375.98,477.47,41.88,87.52,331.51,294.97,86.2,126.68,326.98,306.44,92.43,359.78,379.59,284.25,98.57,96.05,592.47,154.18,78.5,193.82
2019-11-22,110.46,314.92,183.73,311.83,256.91,150.92,276.98,250.7,347.49,382.49,493.9,60.69,76.7,334.73,294.52,79.88,126.04,322.59,293.92,85.92,362.73,381.45,287.19,98.99,99.98,577.9,168.61,73.26,204.83
2019-11-23,111.06,302.49,191.25,316.29,255.55,155.15,276.81,241.6,347.13,390.85,489.42,46.71,84.0,342.54,285.92,80.43,116.24,326.27,297.51,86.88,348.91,379.21,281.95,109.33,106.27,581.12,153.66,72.92,193.78
2019-11-24,100.01,307.04,187.57,308.34,264.85,136.25,282.61,236.31,350.81,385.49,481.67,53.07,87.01,333.22,286.14,76.41,126.74,332.36,305.41,83.55,358.01,375.49,275.22,111.45,87.82,585.0,169.35,76.0,193.58
2019-11-25,115.26,301.67,195.2,316.91,263.04,150.28,287.54,242.38,344.44,375.66,481.32,54.31,81.79,337.21,296.03,75.59,129.23,317.71,311.11,95.71,356.51,379.6,278.21,106.45,95.13,584.21,167.55,76.39,190.93
2019-11-26,107.37,299.48,194.62,320.38,252.14,139.45,277.38,248.5,357.18,375.72,480.02,48.02,83.13,348.14,282.35,75.67,129.83,332.78,295.15,90.7,355.32,373.82,282.93,116.75,104.09,582.08,165.22,82.89,202.63
2019-11-27,118.24,309.74,181.45,320.44,261.59,147.02,273.4,238.49,343.67,376.48,490.47,55.8,77.87,339.06,296.3,80.33,122.64,330.0,303.29,99.16,360.02,371.65,278.01,115.74,90.74,591.15,167.83,79.64,196.82
2019-11-28,119.59,300.36,184.8,311.24,255.92,154.53,280.31,242.86,345.08,377.27,483.01,51.59,83.02,349.53,277.31,84.86,125.01,317.97,299.67,99.57,350.84,371.38,282.76,112.51,104.74,578.7,152.13,81.72,204.42
2019-11-29,104.18,304.5,184.42,321.45,265.14,154.36,281.13,237.24,353.96,380.03,490.94,50.57,88.66,339.54,283.17,73.07,120.31,333.69,301.48,85.73,350.92,375.56,270.25,105.1,104.39,583.84,160.94,71.15,189.47
2019-11-30,107.14,309.04,198.33,307.07,271.49,154.18,284.25,240.11,347.35,382.68,482.99,50.19,78.94,341.3,295.02,88.36,112.9,327.3,298.77,84.1,352.93,379.49,282.49,113.0,102.16,582.2,162.0,82.84,204.26
